Bepaling,BepalingCode,count,mean,std,min,25%,50%,75%,max,include,group
Aripiprazol,A_ARI_SR,7,291.0633,272.8044,5.1,87.6215,127.04,555.34,619.38,0,
CD4,H_CD4_BE,7,16.57143,24.37114,0,1.5,4,26.5,56,0,
C3d,K_C3D_EP,7,3.575714,2.636183,1.63,2.05,2.6,3.75,9.2,0,
a-1-Antitrypsine,K_AAT_FA,7,0.143343,0.111199,0.0478,0.0494,0.0888,0.238,0.292,0,
CD36,H_CD36_BE,7,26.57143,39.34826,1,3,4,39.5,96,0,
Amitriptyline,A_AMI_SR,7,104.9871,187.8017,2.5,4.005,9,106.7,502,0,
Apo B (APOB),APOB;BL,7,0.951429,0.302458,0.65,0.71,0.91,1.135,1.41,0,
SHBG,K_SHBG_SR,7,13.14286,8.008924,3,8.5,11,17,27,0,
CD3,H_CD3_BE,7,1.142857,0.690066,0,1,1,1.5,2,0,
Aripiprazol + Dehydroaripiprazol,A_ARITOTAAL_SR,7,434.4286,390.4275,11,133.5,237,816,894,0,
Macrofagen (OV),SMACO;O,7,19.57143,20.63054,2,3,7,35.5,51,0,
Aspergillus antigeen (Galactomannan),M_GALACAGint_SR,7,0.114286,0.037796,0.1,0.1,0.1,0.1,0.2,0,
SARS-Coronavirus 2 (2019) RNA Cp waarde,M_PCR_SARSCoV2_KN_Cp,7,32.07143,4.458394,24,31.15,31.66,34.42,37.7,0,
CA-125,K_C125KC_SR,7,49.57143,13.67305,22,47.5,55,57.5,60,0,
CD33,H_CD33_BE,7,82.71429,27.69906,21,87,90,97.5,99,0,
Venlafaxine,A_VEN_SR,7,264.9214,301.5763,8.77,62.1374,95.99,445.9245,733.566,0,
HLA-DR,H_HLADR_BE,7,70.42857,38.39209,0,58,84,96.5,100,0,
HSV type 1 DNA,M_PCR_HSV1_load_EP,7,13538.57,20974.55,1890,3230,5040,10490,60400,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_EP_Cp,7,34.08714,1.698212,30.87,33.455,34.52,35.175,35.96,0,
Koper,K_CU_SR,7,16.35714,6.559689,11.4,11.8,12.7,18.95,28.9,0,
Ery's drainvocht,K_ERY_DR,7,0.059143,0.116105,0.001,0.007,0.018,0.03,0.321,0,
Leptospira IgT antistoffen (ELISA) titer,M_LeptoIgTTiter_SR,7,137.1429,126.1896,40,60,80,200,320,0,
Leptospira IgM antistoffen (ELISA) titer,M_LeptoElisaTiter_SR,7,148.5714,221.1657,40,40,40,120,640,0,
Legionella pneumophila IgA testwaarde,M_LEGPNEAnum_SR,7,0.3,0.11547,0.2,0.2,0.3,0.35,0.5,0,
Anti Cardiolipine IgG,GCLn;BL,7,26.14286,15.22529,12,13,19,39.5,47,0,
CD10,H_CD10_BE,7,2,2.236068,1,1,1,1.5,7,0,
Urinezuur op ijs (Rasburicase),K_URIZY_HP,7,65.77143,114.3313,12,12,19.1,41.05,323.2,0,
VZV DNA Cp waarde,M_PCR_VZV_BV_Cp,7,23.65571,9.028949,14.74,17.295,22.36,26.95,40,0,
Antiplasmine,APLA;BL,7,53.28571,24.29482,32,33.5,43,69,93,0,
CD5,H_CD5_BE,7,5.428571,7.721337,0,1,2,6,22,0,
CD52,H_CD52_BE,7,56.14286,41.02206,0,23.5,81,85,95,0,
HSV-2 DNA Cp waarde,M_PCR_HSV2_BV_Cp,7,20.79,6.22236,15.82,16.81,17.8,23.125,32.04,0,
anti-IgG1 1:1,H_DC_anti_IgG1onv_EB,7,2.357143,1.107335,0.5,2,2,3,4,0,
CD133,H_CD133_BE,7,47.28571,38.86178,1,17.5,40,79,97,0,
Metanefrine urine,METU;U,7,0.806549,1.091725,0.14828,0.234905,0.54998,0.618885,3.24,0,
Tot.Galzuren (TGAL),TGAL;BL,7,277.9,565.5548,9.6,34.85,60.1,124.95,1556,0,
Blasten (OV),SBLAO;L,7,20.71429,28.74436,3,7.5,10,16,85,0,
Normetanefrine urine,NMEU;U,7,11.6282,22.2196,0.38,1.36965,1.5748,7.95165,60.8,0,
Teicoplanine,TEICO;BL,7,32.01429,23.31505,6,13.6,37.2,40,73.7,0,
EBV DNA Cp waarde,M_PCR_EBV_BR_Cp,7,37.35143,1.709263,34.91,36.4,37.31,38.22,40,0,
Theofylline,A_THF_EP,7,6.971429,3.513647,2,5.35,6.7,8.15,13.1,0,
Natrium,FNAT;F,7,89.57143,24.52113,45,84.5,89,100,124,0,
FFA,K_FFA_EP,7,0.394286,0.207995,0.01,0.32,0.4,0.545,0.62,0,
CD20,H_CD20_BE,7,15,37.48333,0,1,1,1,100,0,
CK-MBfractie,FCMB;BL,7,1.142857,1.864454,0,0,0,1.5,5,0,
cytoplasmatisch CD3,H_cCD3_BE,7,13.57143,32.82203,1,1,1,1.5,88,0,
Mycobacterium tuberculosis DNA Cp waarde,M_PCR_Mtub_BI_Cp,7,29.89,5.13942,25.42,25.965,29.04,31.42,40,0,
Mycobacterium genus NTM DNA Cp waarde,M_PCR_NTM_SP_Cp,7,30.22429,1.945035,27.48,29.385,30.42,30.51,33.88,0,
CD22,H_CD22_BE,7,9.428571,15.40408,0,2.5,5,6,44,0,
Beta Trace Liquor,BTPL;O,7,14.35857,8.480469,1.01,10.25,13.6,19.95,25.5,0,
cytoplasmatisch MPO,H_cMPO_BE,7,39.85714,42.42023,1,7,9,82,91,0,
CA-125,K_C125_SR,7,41.28571,80.61372,7,9.5,12,13.5,224,0,
CD11b,H_CD11b_BE,7,30.57143,38.05635,2,3.5,9,48.5,99,0,
CHE,K_CHE_SR,7,3114.857,2986.525,100,1353,3069,3333,9263,0,
Desmethylcitalopram,DCIL;BL,7,14.42571,9.403223,5.21,7.83,11.24,19.235,30.4,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_BI_Cp,7,33.75857,2.396633,30.54,31.82,34.62,35.415,36.68,0,
Dehydroaripiprazol,A_DHA_SR,7,143.296,120.2461,5.81,44.455,112.422,260.735,274.46,0,
Ratio Venlafaxine / desmethyl,A_VENratio_SR,6,1.098667,0.994418,0.279,0.56175,0.7995,1.10475,3.025,0,
CD71,H_CD71_BE,6,23.16667,20.779,3,7.75,20.5,29.5,59,0,
Serotonine (carcinoid),SRTN;BL,6,39,3.007989,35.5,36.425,39.45,40.675,43.1,0,
Seleen,SELE;BL,6,0.693333,0.221871,0.27,0.6675,0.785,0.8275,0.85,0,
Borrelia VlsE1/pepC10 IgG/IgM index,M_C6PEPTIDEnum_SR,6,1.090167,0.739665,0.24,0.50975,1.046,1.715,1.94,0,
CMV DNA Cp waarde,M_PCR_CMV_OV_Cp,6,35.40333,3.970701,27.83,34.9275,36.835,37.9625,38.29,0,
Ring Sideroblasten,H_ringSIDE_BE,6,4.666667,5.921711,0,0,2,9.25,13,0,
ProteÃ¯ne S antigeen totaal,H_PST_BL,6,82.33333,15.13495,62,70.25,86.5,93.75,98,0,
Ps.cholinest,NPCH;BL,6,2331,1672.437,100,1165,2461.5,3402.5,4514,0,
Stikstof NIRS (g/24uur),K_NTNBer,6,8.216667,7.072317,1.3,4.65,6.6,8.55,21.6,0,
Eos.granulo. (OV),SEOSO;L,6,1,0,1,1,1,1,1,0,
Renine conc,RENC;BL,6,166.8167,194.7311,0.7,9.15,93.5,319,438,0,
"Risperidon + Risperidon, hydroxy",A_RSPTOT_SR,6,98.67167,79.29307,9.9,49.8275,79.25,139.52,224,0,
CD11c,H_CD11c_BE,6,49.66667,38.65057,2,18.5,57,72.25,99,0,
Calorische waarde NIRS (kCal/24uur),K_NCALWBer,6,390.9,442.1422,33.5,109.425,275.75,424.15,1232.8,0,
3-Methoxy-tyramine urine,3MTU;U,6,0.775,0.918624,0.2,0.2825,0.43,0.6675,2.61,0,
CD2,H_CD2_BE,6,1,0.632456,0,1,1,1,2,0,
kappa/lambda,H_kaplamb_BL,6,6.666667,13.8888,0.1,1.025,1.2,1.45,35,0,
Groeihormoon,K_GH_SR,6,4.183333,4.049897,0.2,0.725,3.55,6.9,10,0,
Drooggewicht NIRS (%),K_NDGEWBer,6,8.8,3.708908,2.4,7.725,9.35,11.05,12.9,0,
NIRS Vochtgehalte (%),K_NVG_FA,6,91.2,3.708908,87.1,88.95,90.65,92.275,97.6,0,
NIRS Vet (%),K_NVET_FA,6,1.366667,0.314113,1,1.2,1.25,1.6,1.8,0,
NIRS Stikstof (%),K_NTN_FA,6,0.7,0.141421,0.5,0.625,0.7,0.775,0.9,0,
NIRS Koolhydraten (%),K_NKHD_FA,6,3.033333,1.089342,1.8,2.175,2.9,3.925,4.4,0,
NIRS Calorische waarde (%),K_NCALW_FA,6,31.01667,16.68849,4.9,25.75,30.5,38.4,55,0,
CD38,H_CD38_BE,6,71.16667,35.10793,7,61.5,85,95.75,97,0,
Imatinib,A_IMA_HP,6,505.9703,197.3653,297,331.875,495.11,656.3815,761,0,
Gewicht feces (g/24uur),K_GEW24Ber,6,1219.033,1021.166,158,688.4,999.9,1361.5,3089.8,0,
Vet NIRS (g/24uur),K_NVETBer,6,15.46667,12.00628,2.7,8.25,14.1,17.4,37.1,0,
cytoplasmatisch CD79a,H_cCD79a_BE,6,2.833333,4.578937,0,0.25,1.5,2,12,0,
cytoplasmatisch IgM,H_cIgM_BE,6,3,5.01996,0,0.25,1,2.5,13,0,
CD81,H_CD81_BE,6,84.33333,15.14816,57,81.75,86,94.75,99,0,
Sideroblasten,H_SIDE_BE,6,41.5,11.91218,23,35.25,43.5,48.75,56,0,
C klas.route,CH50;BL,6,114.3333,12.04436,106,107.25,110.5,113.75,138,0,
Venlafaxine + Venlafaxine desmethyl,A_VENTOT_SR,6,649.1087,715.6487,16.08,200.3083,290.1215,1163.013,1673.982,0,
CD90,H_CD90_BE,6,11.5,9.332738,2,4.75,8.5,19,24,0,
Totaal Amitrypt + Nortrip,A_AMITOT_SR,6,186.6933,292.9457,5.66,16.9,34.8,226.925,743,0,
Interferon gamma release assay (TBC),M_IGRATBCnum_EP,6,0.003167,0.011822,-0.015,-0.00375,0.0065,0.01075,0.016,0,
Beta-glob. (BETA),BETA;BL,6,7.233333,1.561623,5.5,6.275,6.7,8.4,9.4,0,
CD25,H_CD25_BE,6,15.16667,19.46707,1,1.25,7,21.75,50,0,
"Venlafaxine, desmethyl",A_DVN_SR,6,356.032,402.5131,7.31,95.38,157.459,638.5105,940.416,0,
cytoplasmatisch TdT,H_cTdT_BE,6,14.83333,25.23027,0,0.25,5,12.75,65,0,
BK fles myc TTD (uren),M_BacFXmyc_POS,6,119.7667,97.32253,3.6,42.25,125.85,177.65,254,0,
Alfa2-glob. (ALF2),ALF2;BL,6,6.55,1.68849,4,5.45,7.3,7.575,8.2,0,
Midazolam,MDAZ;BL,6,0.916667,0.828243,0.08,0.445,0.77,1.02,2.44,0,
Alfa1-glob. (ALF1),ALF1;BL,6,3.2,1.240967,1.8,2.5,3.05,3.45,5.4,0,
Asperg.serol,AGS;BL,6,26.83333,27.83822,3,4,17.5,46.75,67,0,
3-Methoxy-thyramine,3MT;BL,6,2.42,3.523459,0.12,0.145,0.165,5.0975,7.19,0,
IgM,H_IgM_BE,6,0.833333,0.752773,0,0.25,1,1,2,0,
Kalium,FKAL;F,6,26.16667,15.17124,12,13.75,21.5,39.75,45,0,
CLIP,H_CLIP_BE,6,17.66667,12.86338,3,9.25,14,27.75,35,0,
Gamma-glob. (GAMM),GAMM;BL,6,17.08333,10.80211,9.7,12.225,13.35,14.925,38.8,0,
Vitamine B6,VTB6;BL,6,69.5,52.54236,35,43.25,53,59,175,0,
Ureum (RURE),RURE;O,6,27.7,20.60524,11.6,14.025,20.5,31.85,66.1,0,
Free Androgen index,K_FAI_SR,6,1423.667,2519.987,59,88.25,417,982,6500,0,
Lacosamide,A_LCS_SR,6,2.588267,2.251508,0.2805,1.82,1.92,2.53,6.8891,0,
Koolhydraten NIRS (g/24uur),K_NKHDBer,6,32.88333,23.31089,5.4,18.825,26.5,49.925,64.9,0,
CD64,H_CD64_BE,6,50.33333,40.653,1,15.25,58.5,77.75,99,0,
P.fractie,SPFRAC;BM,6,78.5,25.01799,30,77,88.5,94,95,0,
Celtelling CAPD,M_celtelling_PV,6,972.5,2085.665,0,1.25,7.5,467.5,5200,0,
CD42b,H_CD42b_BE,6,3.666667,3.777124,0,1,3,5,10,0,
CD14,H_CD14_BE,6,19.16667,32.10244,1,1,2,21.75,81,0,
CD61,H_CD61_BE,6,4.666667,7.633261,0,1,1.5,3.5,20,0,
Osmolaliteit in feces,FOSM;F,6,358.8333,14.66174,343,346.75,357,371.75,376,0,
CD65,H_CD65_BE,6,10.33333,13.93796,1,2.25,6.5,8.5,38,0,
CD45,H_CD45_BE,6,100,0,100,100,100,100,100,0,
Natrium (RNAT),RNAT;O,6,141,5.865151,134,136.5,140.5,146,148,0,
CD1a,H_CD1a_BE,6,0.833333,0.752773,0,0.25,1,1,2,0,
Albu-fractie (ALBF),ALBF;BL,6,33.88333,5.971739,25.5,30.5,34.7,36.125,42.7,0,
Natrium,K_NA_FV,6,141,202.8734,18,43.5,71.5,92.75,551,0,
L-index LI,K_LIPIND_LI,5,1.6,1.140175,0,1,2,2,3,0,
Blastomyces antistoffen CBR testwaarde,M_BlastomycesAsnum_SR,5,6,2.236068,5,5,5,5,10,0,
CDT%,CDT%;BL,5,2.52,0.88713,1.6,2,2.3,2.8,3.9,0,
Hepatitis C virus RNA,M_PCR_HCV_load_SLV_EP,5,694393.8,1067007,5410,54200,110000,786000,2516359,0,
ADAMST13 act.,H_CLB_4_H063_BL,5,39.6,23.12574,1,41,45,48,63,0,
a-1-Antitrypsine (droog),K_FAAT_FA,5,3.3548,2.299775,0.976,0.983,3.736,5.239,5.84,0,
3-Methoxythyramine,K_3MET_UR,5,0.368,0.255186,0.17,0.23,0.29,0.34,0.81,0,
H-index LI,K_HEMIND_LI,5,1.2,1.643168,0,0,1,1,4,0,
LD,K_LD_OV,5,418,436.2614,171,180,251,295,1193,0,
Chlamydia psittaci DNA Cp waarde,M_PCR_Cpsittaci_BC_Cp,5,35.346,0.318245,34.92,35.15,35.36,35.64,35.66,0,
3-Methoxythyramine,K_3MET_UV,5,0.52,0.30282,0.28,0.41,0.43,0.43,1.05,0,
Lymfocyten,K_ALYAL_EB,5,1.782,1.974214,0.56,0.64,0.8,1.69,5.22,0,
Salicylzuur,SAZU;BL,5,385.26,158.2603,195.6,320.37,341.71,451.62,617,0,
vWF-activiteit,H_vWFact_BL,5,100.2,0.447214,100,100,100,100,101,0,
Kleihauer,K_KLEI_EB,5,400,0,400,400,400,400,400,0,
Histoplasma antistoffen CBR testwaarde,M_HISTOCBRnum_SR,5,5,0,5,5,5,5,5,0,
Volume fys.zout,K_VOLfz_FA,5,4.608,0.536954,4,4.04,5,5,5,0,
Ketonen (bloed),K_KET_HB,5,3.92,2.098094,1.3,2.1,4.8,5.3,6.1,0,
Erythropoetine,K_EPO_SR,5,29,36.85783,3,3,10,40,89,0,
Cefotaxime vrije fractie,A_CFTXMV_EP,5,8.76,11.87973,0.1,0.5,1.3,15.1,26.8,0,
Plasminogeen,PLMI;BL,5,46.8,26.02307,23,25,41,60,85,0,
CK-BBfractie,FCBB;BL,5,0,0,0,0,0,0,0,0,
Metanefrine,K_MET_UR,5,0.444,0.344717,0.12,0.31,0.36,0.4,1.03,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_FA_Cp,5,33.318,3.513747,29.03,31.48,33.1,34.56,38.42,0,
T4,K_T4TH_SR,5,65.6,35.44432,42,43,52,64,127,0,
Normetanefrine,K_NME_UV,5,1.646,1.160767,0.8,1.14,1.15,1.46,3.68,0,
Normetanefrine,K_NME_UR,5,1.166,0.944817,0.49,0.77,0.79,0.95,2.83,0,
Helicobacter pylori Ag (ELISA) testwaarde,M_HELICOAGnum_FA,5,0.087,0.102452,0.025,0.029,0.04,0.074,0.267,0,
EBV DNA Cp waarde,M_PCR_EBV_OV_Cp,5,34.326,3.684587,30.74,31.99,32.28,38.14,38.48,0,
FSH,FSH;BL,5,13.8,20.55517,0.4,2.7,5.9,10,50,0,
Afgewogen droge FA,K_DRW_FA,5,235.898,24.50734,201.99,217.6,251.3,253,255.6,0,
Alb.Chem,K_ALBC_OV,5,9.8,6.685806,3,5,9,12,20,0,
Metanefrine,K_MET_UV,5,0.636,0.43558,0.2,0.37,0.6,0.67,1.34,0,
Gedeamideerd Gliadine IgG antist.,K_DGPAG_SR,5,0.3,0.070711,0.2,0.3,0.3,0.3,0.4,0,
CK-MMfractie,FCMM;BL,5,98.4,2.302173,95,97,100,100,100,0,
Mycobacterium tuberculosis DNA Cp waarde,M_PCR_Mtub_PT_Cp,5,24.652,0.960635,23.01,24.61,25.1,25.15,25.39,0,
Insuline,INSL;BL,5,192.4,164.8493,48,110,121,216,467,0,
Mycobacterium tuberculosis DNA Cp waarde,M_PCR_Mtub_BC_Cp,5,29.232,3.258699,26.73,27.03,27.25,30.98,34.17,0,
Itraconazol,ITCO;BL,5,0.644,0.426591,0.11,0.39,0.57,1.05,1.1,0,
Flucloxacill,FLXA;BL,5,66.26,29.55001,47.8,47.9,57.5,59.9,118.2,0,
CH50-titer,K_CH50_SR,5,121.6,43.04997,76,85,115,164,168,0,
A1-AT,FA1A;F,5,9.82,12.95577,0.2,0.9,1.4,17.6,29,0,
Aspergillus,K_M3_SR,5,0.1,0,0.1,0.1,0.1,0.1,0.1,0,
Calprotectine,CPRT;F,5,712.6,492.8208,195,261,847,872,1388,0,
I-index LI,K_ICTIND_LI,5,2.2,4.38178,0,0,0,1,10,0,
IA-2 antistoffen,K_IA2AS_SR,5,61.34,136.7694,0,0,0,0.7,306,0,
CD123,H_CD123_BL,5,75.8,34.82384,15,80,88,97,99,0,
Coccidioides antistoffen CBR testwaarde,M_CoccidioidesAsnum_SR,5,5,0,5,5,5,5,5,0,
PTH stat dc.,PTHS;BL,5,47.52,31.6807,8.6,40.7,42.7,48.8,96.8,0,
Clomipramine (CLMP),CLMP;BL,5,185.328,174.9392,57.34,59.01,91.66,257.43,461.2,0,
C alt.route,AP50;BL,4,101.75,20.48373,79,87.25,103.5,118,121,0,
"Citalopram, desmethyl",A_DCT_SR,4,29.2275,31.23431,7.2,10.23,17.405,36.4025,74.9,0,
Citalopram+Citalopram desmethyl,A_CTLTOT_SR,4,245.5875,394.1319,26.1,36.9225,60.225,268.89,835.8,0,
WANTAI SARS-CoV-2 Ab Elisa testwaarde,M_SARSCoV2Abnum_EP,4,3.6675,6.875591,0.01,0.01,0.345,4.0025,13.97,0,
T. pallidum IgG tegen 15 DK antigeen,M_SYFILISBLOTIgG15DK_SR,4,2.25,0.957427,1,1.75,2.5,3,3,0,
Busulfan,BUSF;BL,4,2.65,1.034408,1.5,2.025,2.6,3.225,3.9,0,
EBV DNA Cp waarde,M_PCR_EBV_BI_Cp,4,34.6075,3.040114,31.26,32.4825,34.71,36.835,37.75,0,
Ureum (RURE),RURE;B,4,22.85,4.206741,19.2,20.025,21.8,24.625,28.6,0,
Ureum,K_UREUM_OV,4,5.75,1.436431,4.9,5.05,5.1,5.8,7.9,0,
6-TGN,TGN;BL,4,228.25,301.2047,71,77.75,81,231.5,680,0,
Cystatine C,K_CYSC_SR,4,1.755,0.220681,1.54,1.5775,1.76,1.9375,1.96,0,
Venlafaxine,VENF;BL,4,739.75,960.67,40,73.75,409.5,1075.5,2100,0,
Cal.waarde.droog,CWDR;F,4,4367.5,132.9474,4246,4255.75,4368.5,4480.25,4487,0,
Desmethylclomipramine,DCLMP;BL,4,106.825,65.77413,47.49,51.33,105.105,160.6,169.6,0,
Totaal Eiwit,K_STE_OV,4,19,13.9523,7,11.5,15,22.5,39,0,
Toxicologisch onderzoek,A_TX1_OV,4,2.275,0.736546,1.4,1.85,2.3,2.725,3.1,0,
Citalopram,A_CTL_SR,4,216.36,363.3697,18.9,26.6925,42.82,232.4875,760.9,0,
Desvenlafax.,DVEN;BL,4,398.5,371.3942,141,165,256.5,490,940,0,
Hepatitis E virus RNA,M_PCR_HepE_load_EP,4,277877,103784.7,125893,259090,313807.5,332594.5,358000,0,
Sel_II buisjes,H_Sel_II_buisjes,4,1.625,0.75,0.5,1.625,2,2,2,0,
CD24,H_CD24_BL,4,73,45.46061,5,69.5,94,97.5,99,0,
HHV-7 DNA Cp waarde,M_PCR_HHV7_BI_Cp,4,37.6525,2.943415,33.9,36.0075,38.355,40,40,0,
HHV-6 DNA Cp waarde,M_PCR_HHV6_BI_Cp,4,32.7675,5.103328,27.92,29.33,31.855,35.2925,39.44,0,
Chlamydia spp antistoffen testwaarde,M_ChlamydiaSppNum_SR,4,10,0,10,10,10,10,10,0,
Amitriptyline,ATRP;BL,4,240.285,221.2694,40.56,65.685,209.29,383.89,502,0,
Chloor,K_CL_UV,4,230.5875,291.6581,52.5,66.75,102.425,266.2625,665,0,
Amikacine,A_AKO_EP,4,33.4725,23.67047,9.67,15.835,32.065,49.7025,60.09,0,
Magnesium bep.supernatant,K_MAGNbep_FA,4,7.5625,3.536725,2.92,5.755,8.41,10.2175,10.51,0,
Mazelenvirus IgG testwaarde,M_MazelenGnum_SR,4,113.7275,129.182,5.61,44.1525,74.65,144.225,300,0,
CDT,K_CDT_SR,4,3.125,1.144188,1.7,2.75,3.15,3.525,4.5,0,
Glut. red.,B007;BL,4,4.625,0.853913,3.5,4.25,4.75,5.125,5.5,0,
eGFRkids kreat,FAScrea;BL,4,77.75,7.932003,66,76.5,81,82.25,83,0,
BLOEDBANK VOLUME,H_BT_Info_Volume,4,94.25,61.63535,2,90.5,122.5,126.25,130,0,
CD23,H_CD23_BL,4,40.25,28.34755,9,23.25,38.5,55.5,75,0,
GAD as diabetes,AGAD;BL,4,4.975,4.573383,1.7,1.7,3.4,6.675,11.4,0,
ADAMTS13 activiteit,H_ADAMA_CP,4,0.4775,0.37295,0.12,0.2475,0.405,0.635,0.98,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_UR_Cp,4,34.605,1.873224,31.87,34.1725,35.29,35.7225,35.97,0,
cytoplasmatisch CD22,H_cCD22_BL,4,0.5,0.57735,0,0,0.5,1,1,0,
Gentamicine,K_GEO_EP,4,6.175,2.171597,4.4,4.925,5.5,6.75,9.3,0,
CD200,H_CD200_BL,4,53.5,47.27579,2,19.25,57,91.25,98,0,
Gedeamideerd Gliadine IgA antist.,K_DGPAA_SR,4,1.225,0.537742,0.7,0.85,1.15,1.525,1.9,0,
Natrium,K_NA_FA,4,56.75,48.00955,20,20,43,79.75,121,0,
CD19/CD5,H_CD19CD5_BL,4,16.75,32.17012,0,0.75,1,17,65,0,
celconcentratie BAL,K_CEL_BC,4,423,254.2099,172,223,420,620,680,0,
as-GBM,A917;BL,4,1.825,1.030776,0.8,1.025,1.8,2.6,2.9,0,
anti-complement buisjes,H_DC_anti_compl_EB,4,1,0.707107,0.5,0.5,0.75,1.25,2,0,
anti-IgG3 1:1,H_DC_anti_IgG3onv_EB,4,2.5,0.57735,2,2,2.5,3,3,0,
Anti A hand,H_Anti_A_hand_K,4,1.125,0.629153,0.5,0.875,1,1.25,2,0,
CD4+/CD103+CD4+ ratio in BAL,K_RCD1034_BC,4,0.1725,0.118989,0.1,0.1075,0.12,0.185,0.35,0,
% lymfocyten BAL,K_LYMFMI_BC,4,23.25,18.08084,6,11.25,20,32,47,0,
Anti AB hand,H_Anti_AB_hand_K,4,2.5,0.57735,2,2,2.5,3,3,0,
CD79b,H_CD79b_BL,4,34.25,41.20983,1,3.25,23.5,54.5,89,0,
Hydroxy-Itra,OHIT;BL,4,1.0425,0.313302,0.76,0.79,1.005,1.2575,1.4,0,
IgD,H_IgD_BL,4,57.5,45.22905,1,31,66.5,93,96,0,
IgG,H_IgG_BL,4,0.775,0.45,0.1,0.775,1,1,1,0,
HbV (HbV),HBV;BL,4,15.6725,13.46722,3.78,8.7375,11.995,18.93,34.92,0,
% CD19+ (B) van BAL lymfocyten,K_CD19_BC,4,6.6,9.160422,0.7,0.7,2.85,8.75,20,0,
Kalium,K_KA_FA,4,27,4.082483,23,23.75,27,30.25,31,0,
As-Heam.infl,HIAS;BL,4,2.9525,2.595077,0.65,0.77,2.76,4.9425,5.64,0,
% CD3+ (T) van BAL lymfocyten,K_CD3_BC,4,82,13.88044,70,70,81.5,93.5,95,0,
Kalium (RKAL),RKAL;O,4,5,0.496655,4.4,4.775,5,5.225,5.6,0,
Kinidine,KIDI;BL,4,1.075,0.518813,0.6,0.675,1,1.4,1.7,0,
Koper (urine),UKOPER;U,4,1.25,1.439027,0.24,0.39,0.7,1.56,3.36,0,
Ceftriaxon vrije fractie,A_CEFTXV_EP,4,68.725,43.09055,20.4,45.975,65.65,88.4,123.2,0,
Kreatinine,RKRE;B,4,285.75,88.70316,212,230,260,315.75,411,0,
HSV-2 DNA Cp waarde,M_PCR_HSV2_EP_Cp,4,32.82,1.426534,31.64,31.91,32.405,33.315,34.83,0,
CD43,H_CD43_BL,4,64.75,17.7271,40,58,70,76.75,79,0,
% CD4+T van BAL lymfocyten,K_CD4_BC,4,43,8.831761,31,40,44.5,47.5,52,0,
CD4/CD8 ratio in BAL,K_RAT_BC,4,1.375,0.512348,0.9,1.125,1.25,1.5,2.1,0,
Anti DVI -,H_Anti_DVI_min_k,4,2.75,0.957427,2,2,2.5,3.25,4,0,
Anti DVI +,H_Anti_DVI_plus_k,4,2.75,0.957427,2,2,2.5,3.25,4,0,
% CD8+T van BAL lymfocyten,K_CD8_BC,4,33.75,8.220908,22,31.75,36,38,41,0,
Anti B hand,H_Anti_B_hand_K,4,2.5,0.57735,2,2,2.5,3,3,0,
Lamotrigine,LAMO;BL,4,9.4625,4.146889,5.41,6.4075,9.02,12.075,14.4,0,
% NK van BAL lymfocyten,K_NK_BC,4,7.25,9.464847,1,1,3.5,9.75,21,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_KE_Cp,4,23.135,10.83287,13.44,14.115,22.255,31.275,34.59,0,
anti-IgG1 1:100,H_DC_anti_IgG1verd_EB,4,1.625,0.75,0.5,1.625,2,2,2,0,
Beta-Trace liquor,K_BTP_LI,4,9.1035,10.66615,0.228,0.4965,6.993,15.6,22.2,0,
Osmolaliteit,OSM;O,4,313.25,42.68001,267,294,308,327.25,370,0,
SCC (SCC),SCC;BL,4,14.8,25.22102,0.6,0.825,3.05,17.025,52.5,0,
Procalcitonine,PCCT;BL,4,0.1925,0.12816,0.11,0.11,0.14,0.2225,0.38,0,
Chromogr.A,ACHR;BL,4,669.75,615.2622,49,286,579.5,963.25,1471,0,
FSH (EFSH),EFSH;BL,4,7.925,3.289909,3.08,7.3625,9.15,9.7125,10.32,0,
Pyr.kinase,B008;BL,4,9.925,2.75968,7.1,8.225,9.55,11.25,13.5,0,
R.fractie,SRFRAC;BM,4,70.5,26.58947,46,48.25,71,93.25,94,0,
G6PD,B006;BL,4,5.65,1.558846,3.7,4.9,5.75,6.5,7.4,0,
Reverse T3,K_RVT3_SR,4,0.2025,0.087321,0.11,0.1625,0.19,0.23,0.32,0,
Rood bloedbeeld,K_RDIF_EB,4,10,0,10,10,10,10,10,0,
a-Beta2-glycoproteine IgM,MB2n;BL,4,35.2,46.67362,8.8,9.7,13.5,39,105,0,
Picornavirus CBR,M_EnteroTiter_SR,4,10,4,8,8,8,10,16,0,
AX Inno,INNO;BL,4,0.68,0.516075,0.22,0.3925,0.545,0.8325,1.41,0,
Fenobarbital,A_FEN_SR,4,66.65,19.96839,44.9,53.45,65.95,79.15,89.8,0,
STEC-2 DNA Cp waarde,M_PCR_STX2_FA_Cp,4,27.295,7.798369,21.02,21.4775,25.22,31.0375,37.72,0,
CD103,H_CD103_BL,4,12.75,23.5,1,1,1,12.75,48,0,
CD8+RA-CD27+,L8ME;BL,3,40.8,30.25905,18.3,23.6,28.9,52.05,75.2,0,
